seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr17	34980582	34980982	401	*	Promoter	17	34981862	34983981	2120	1	27756	ENSMUST00000172523.1	-880	ENSMUSG00000007050	Lsm2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
chr7	101011834	101012234	401	*	Promoter	7	100996568	101011998	15431	2	18442	ENSMUST00000037540.4	0	ENSMUSG00000032860	P2ry2	purinergic receptor P2Y, G-protein coupled 2
chr17	33493053	33493453	401	*	Distal Intergenic	17	33524204	33553768	29565	1	224697	ENSMUST00000087623.12	-30751	ENSMUSG00000024299	Adamts10	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10
chr8	84687688	84688088	401	*	Promoter	8	84670479	84687902	17424	2	66830	ENSMUST00000001975.5	0	ENSMUSG00000001910	Nacc1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing
chr2	160335068	160335468	401	*	Promoter	2	160311744	160334162	22419	2	329554	ENSMUST00000138905.1	-907	ENSMUSG00000074623	Gm826	predicted gene 826
chrX	142778685	142779085	401	*	Intron (ENSMUST00000112889.7/209497, intron 3 of 6)	20	142770993	142843494	72502	1	209497	ENSMUST00000151914.1	7693	ENSMUSG00000047045	Tmem164	transmembrane protein 164
chr6	83582885	83583285	401	*	Intron (ENSMUST00000205532.1/100861870, intron 6 of 7)	6	83543224	83572729	29506	2	70527	ENSMUST00000068054.8	-10157	ENSMUSG00000006906	Stambp	STAM binding protein
chr1	167637010	167637410	401	*	Intron (ENSMUST00000015987.9/20183, intron 9 of 9)	1	167618309	167639621	21313	1	20183	ENSMUST00000111380.1	18702	ENSMUSG00000015843	Rxrg	retinoid X receptor gamma
chr7	92165094	92165494	401	*	Intron (ENSMUST00000231777.2/23859, intron 18 of 27)	7	92180684	92288339	107656	1	23859	ENSMUST00000129818.1	-15190	ENSMUSG00000052572	Dlg2	discs large MAGUK scaffold protein 2
chr15	103280811	103281211	401	*	Intron (ENSMUST00000229549.1/56447, intron 1 of 6)	15	103285125	103285221	97	1	724064	ENSMUST00000083626.1	-3914	ENSMUSG00000065560	Mir148b	microRNA 148b
chr8	83622285	83622685	401	*	Distal Intergenic	8	83608553	83612653	4101	1	81489	ENSMUST00000212300.1	13733	ENSMUSG00000005483	Dnajb1	DnaJ heat shock protein family (Hsp40) member B1
chr3	54735195	54735595	401	*	Promoter	3	54735539	54749795	14257	1	66248	ENSMUST00000044567.3	0	ENSMUSG00000036632	Alg5	asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase)
chr9	44454144	44454544	401	*	Promoter	9	44452715	44454976	2262	2	22269	ENSMUST00000047740.3	432	ENSMUSG00000041523	Upk2	uroplakin 2
chr17	35534346	35534746	401	*	3' UTR	17	35533201	35534647	1447	1	57390	ENSMUST00000025273.8	1146	ENSMUSG00000024409	Psors1c2	psoriasis susceptibility 1 candidate 2 (human)
chr4	55477890	55478290	401	*	Distal Intergenic	4	55530603	55531770	1168	2	16600	ENSMUST00000129250.1	53480	ENSMUSG00000003032	Klf4	Kruppel-like factor 4 (gut)
chr17	28048422	28048822	401	*	Intron (ENSMUST00000114842.8/224650, intron 14 of 24)	17	28054333	28061036	6704	1	224650	ENSMUST00000233309.1	-5511	ENSMUSG00000024219	Anks1	ankyrin repeat and SAM domain containing 1
chr1	152902761	152903161	401	*	Promoter	1	152838870	152902646	63777	2	226517	ENSMUST00000111836.3	-116	ENSMUSG00000042772	Smg7	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)
chr6	90604688	90605088	401	*	Promoter	6	90604725	90646412	41688	1	71699	ENSMUST00000044019.15	0	ENSMUSG00000030089	Slc41a3	solute carrier family 41, member 3
chr13	114376514	114376914	401	*	Intron (ENSMUST00000022286.7/17993, intron 1 of 4)	13	114288648	114388049	99402	2	17993	ENSMUST00000225707.1	11135	ENSMUSG00000021764	Ndufs4	NADH:ubiquinone oxidoreductase core subunit S4
chr7	132656040	132656440	401	*	Intron (ENSMUST00000033241.5/76429, intron 6 of 6)	7	132630371	132641567	11197	1	76429	ENSMUST00000130672.1	25670	ENSMUSG00000030946	Lhpp	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
chr7	127110604	127111004	401	*	Intron (ENSMUST00000032912.5/67375, intron 1 of 3)	7	127115790	127122018	6229	2	67375	ENSMUST00000142403.1	11014	ENSMUSG00000030674	Qprt	quinolinate phosphoribosyltransferase
chr7	19458732	19459132	401	*	Promoter	7	19424775	19458821	34047	2	232944	ENSMUST00000085715.6	0	ENSMUSG00000030397	Mark4	MAP/microtubule affinity regulating kinase 4
chr12	77781378	77781778	401	*	Distal Intergenic	12	77410141	77475989	65849	1	53618	ENSMUST00000218851.1	371238	ENSMUSG00000021065	Fut8	fucosyltransferase 8
chr13	113269773	113270173	401	*	Distal Intergenic	13	113171608	113225908	54301	2	14945	ENSMUST00000122399.7	-43866	ENSMUSG00000042385	Gzmk	granzyme K
chr6	86599215	86599615	401	*	Distal Intergenic	6	86628164	86629710	1547	1	67855	ENSMUST00000043400.7	-28549	ENSMUSG00000033508	Asprv1	aspartic peptidase, retroviral-like 1
chr7	64392400	64392800	401	*	Promoter	7	64392607	64398782	6176	1	73724	ENSMUST00000206138.1	0	ENSMUSG00000033429	Mcee	methylmalonyl CoA epimerase
chr4	150248030	150248430	401	*	Promoter	4	150247565	150248629	1065	1	13806	ENSMUST00000136310.1	466	ENSMUSG00000063524	Eno1	enolase 1, alpha non-neuron
chr1	36445151	36445551	401	*	Promoter	1	36422065	36445271	23207	2	214895	ENSMUST00000125304.7	0	ENSMUSG00000001143	Lman2l	lectin, mannose-binding 2-like
chr19	33101315	33101715	401	*	Intron (ENSMUST00000236508.1/ENSMUST00000236508.1, intron 4 of 4)	19	33157112	33157201	90	1	100628575	ENSMUST00000199287.1	-55397	ENSMUSG00000106278	Mir3970	microRNA 3970
chr5	25632490	25632890	401	*	Distal Intergenic	5	25692051	25693438	1388	2	57434	ENSMUST00000114922.1	60548	ENSMUSG00000028933	Xrcc2	X-ray repair complementing defective repair in Chinese hamster cells 2
chr6	52064388	52064788	401	*	Distal Intergenic	6	52102949	52112528	9580	1	102635415	ENSMUST00000125374.7	-38161	ENSMUSG00000085412	Halr1	Hoxa adjacent long noncoding RNA 1
chr5	108440783	108441183	401	*	3' UTR	5	108441599	108443495	1897	2	243197	ENSMUST00000238429.1	2312	ENSMUSG00000029490	Mfsd7a	major facilitator superfamily domain containing 7A
chr6	126551984	126552384	401	*	Intron (ENSMUST00000210335.1/ENSMUST00000210335.1, intron 3 of 4)	6	126532551	126535412	2862	2	16493	ENSMUST00000060972.4	-16573	ENSMUSG00000045534	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5
chr2	122102069	122102469	401	*	Intron (ENSMUST00000036450.7/214585, intron 7 of 39)	2	122093540	122118296	24757	2	214585	ENSMUST00000133145.7	15827	ENSMUSG00000033396	Spg11	SPG11, spatacsin vesicle trafficking associated
chr7	141403337	141403737	401	*	Distal Intergenic	7	141400154	141402206	2053	1	21351	ENSMUST00000125597.1	3184	ENSMUSG00000025503	Taldo1	transaldolase 1
chr8	119887143	119887543	401	*	Distal Intergenic	8	119910360	119957555	47196	1	22224	ENSMUST00000144458.7	-22817	ENSMUSG00000031826	Usp10	ubiquitin specific peptidase 10
chr11	61193379	61193779	401	*	Distal Intergenic	11	61207537	61212333	4797	1	11670	ENSMUST00000147792.1	-13758	ENSMUSG00000019102	Aldh3a1	aldehyde dehydrogenase family 3, subfamily A1
chr2	33734788	33735188	401	*	Intron (ENSMUST00000041555.9/72543, intron 9 of 9)	2	33805816	33813591	7776	1	320482	ENSMUST00000156297.1	-70628	ENSMUSG00000086484	Nron	non-protein coding RNA, repressor of NFAT
chr13	28442182	28442582	401	*	Distal Intergenic	13	28460778	28480841	20064	2	72518	ENSMUST00000122881.6	38259	NA	2610307P16Rik	RIKEN cDNA 2610307P16 gene
chr8	121907518	121907918	401	*	Promoter	8	121881150	121907694	26545	2	20539	ENSMUST00000045557.9	0	ENSMUSG00000040010	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5
chr9	37406386	37406786	401	*	Intron (ENSMUST00000156972.1/74144, intron 9 of 16)	9	37402046	37413559	11514	1	74144	ENSMUST00000102895.5	4341	ENSMUSG00000032125	Robo4	roundabout guidance receptor 4
chr12	111035183	111035583	401	*	Distal Intergenic	12	111039351	111115901	76551	1	217864	ENSMUST00000084968.13	-3768	ENSMUSG00000037896	Rcor1	REST corepressor 1
chr3	89308072	89308472	401	*	Distal Intergenic	3	89315859	89321631	5773	2	13638	ENSMUST00000139439.1	13159	ENSMUSG00000028039	Efna3	ephrin A3
chr5	145114073	145114473	401	*	Promoter	5	145114215	145129699	15485	1	11867	ENSMUST00000085679.12	0	ENSMUSG00000029622	Arpc1b	actin related protein 2/3 complex, subunit 1B
chr11	70826189	70826589	401	*	Distal Intergenic	11	70790932	70812586	21655	2	327957	ENSMUST00000108534.8	-13604	ENSMUSG00000057135	Scimp	SLP adaptor and CSK interacting membrane protein
chr8	11558097	11558497	401	*	Promoter	8	11558196	11563249	5054	1	26356	ENSMUST00000210041.1	0	ENSMUSG00000045969	Ing1	inhibitor of growth family, member 1
chr7	139248166	139248566	401	*	Promoter	7	139248482	139267975	19494	1	101631	ENSMUST00000093993.4	0	ENSMUSG00000060260	Pwwp2b	PWWP domain containing 2B
chrX	37144966	37145366	401	*	Intron (ENSMUST00000016553.4/67050, intron 8 of 8)	20	37136416	37141869	5454	1	67050	ENSMUST00000152906.1	8551	ENSMUSG00000016409	Nkap	NFKB activating protein
chr17	31187412	31187812	401	*	Intron (ENSMUST00000024833.12/140765, intron 8 of 11)	17	31179265	31197749	18485	2	140765	ENSMUST00000024833.12	9937	ENSMUSG00000024034	Tmprss3	transmembrane protease, serine 3
chr4	136206096	136206496	401	*	Promoter	4	136206365	136245216	38852	1	230837	ENSMUST00000047526.7	0	ENSMUSG00000036995	Asap3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
chr13	55592921	55593321	401	*	Promoter	13	55593169	55595511	2343	1	67511	ENSMUST00000224634.1	0	ENSMUSG00000058569	Tmed9	transmembrane p24 trafficking protein 9
chr1	93289665	93290065	401	*	Exon (ENSMUST00000062202.13/208777, exon 29 of 31)	1	93286842	93296476	9635	1	208777	ENSMUST00000168122.1	2824	ENSMUSG00000047793	Sned1	sushi, nidogen and EGF-like domains 1
chr10	87718582	87718982	401	*	Distal Intergenic	10	87858265	87930895	72631	1	16000	ENSMUST00000122386.7	-139283	ENSMUSG00000020053	Igf1	insulin-like growth factor 1
chr5	124432364	124432764	401	*	Distal Intergenic	5	124392968	124426001	33034	2	243272	ENSMUST00000196644.4	-6364	ENSMUSG00000038095	Sbno1	strawberry notch 1
chr11	58846916	58847316	401	*	5' UTR	11	58841116	58842042	927	1	258530	ENSMUST00000071625.1	5801	ENSMUSG00000094805	Olfr311	olfactory receptor 311
chr10	61605836	61606236	401	*	Intron (ENSMUST00000020287.7/237362, intron 1 of 3)	10	61595492	61628565	33074	1	237362	ENSMUST00000020287.7	10345	ENSMUSG00000020090	Npffr1	neuropeptide FF receptor 1
chr5	41739830	41740230	401	*	Distal Intergenic	5	41761483	41764501	3019	2	12020	ENSMUST00000060820.7	24271	ENSMUSG00000049691	Nkx3-2	NK3 homeobox 2
chr4	150465781	150466181	401	*	Intron (ENSMUST00000105682.8/68703, intron 4 of 22)	4	150488393	150621962	133570	1	68703	ENSMUST00000105680.8	-22212	ENSMUSG00000039852	Rere	arginine glutamic acid dipeptide (RE) repeats
chr3	105801217	105801617	401	*	Promoter	3	105727267	105801336	74070	2	109905	ENSMUST00000090678.10	0	ENSMUSG00000068798	Rap1a	RAS-related protein 1a
chr19	55643354	55643754	401	*	Distal Intergenic	19	55741820	55933229	191410	1	21416	ENSMUST00000111662.10	-98066	ENSMUSG00000024985	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box
chr17	50627653	50628053	401	*	Intron (ENSMUST00000043938.7/224860, intron 3 of 5)	17	50606994	50615113	8120	1	224860	ENSMUST00000233823.1	20660	ENSMUSG00000038910	Plcl2	phospholipase C-like 2
chr2	93466980	93467380	401	*	Exon (ENSMUST00000099693.8/100038525, exon 4 of 5)	2	93430127	93463140	33014	2	12521	ENSMUST00000111256.7	-3841	ENSMUSG00000027215	Cd82	CD82 antigen
chr14	122986362	122986762	401	*	Distal Intergenic	14	122978126	122984035	5910	2	70551	ENSMUST00000141478.1	-2328	ENSMUSG00000041594	Tmtc4	transmembrane and tetratricopeptide repeat containing 4
chr12	21462610	21463010	401	*	Distal Intergenic	12	21390071	21417637	27567	2	22630	ENSMUST00000135088.8	-44974	ENSMUSG00000076432	Ywhaq	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
chr9	49055340	49055740	401	*	Promoter	9	49055613	49078772	23160	1	26951	ENSMUST00000034803.9	0	ENSMUSG00000032264	Zw10	zw10 kinetochore protein
chr1	191098227	191098627	401	*	Promoter	1	191098325	191108943	10619	1	381319	ENSMUST00000027943.5	0	ENSMUSG00000026630	Batf3	basic leucine zipper transcription factor, ATF-like 3
chr5	108427173	108427573	401	*	Exon (ENSMUST00000031456.7/18587, exon 15 of 22)	5	108430377	108432397	2021	1	18587	ENSMUST00000130448.1	-2804	ENSMUSG00000029491	Pde6b	phosphodiesterase 6B, cGMP, rod receptor, beta polypeptide
chr17	10319133	10319533	401	*	Promoter	17	10202601	10319380	116780	2	19317	ENSMUST00000233645.1	0	ENSMUSG00000062078	Qk	quaking
chr4	138325610	138326010	401	*	Promoter	4	138313919	138326240	12322	2	68943	ENSMUST00000105817.3	230	ENSMUSG00000028756	Pink1	PTEN induced putative kinase 1
chr5	115732473	115732873	401	*	Promoter	5	115648175	115731621	83447	2	75665	ENSMUST00000055408.12	-853	ENSMUSG00000041609	Bicdl1	BICD family like cargo adaptor 1
chr7	19822643	19823043	401	*	Promoter	7	19808462	19822770	14309	2	12051	ENSMUST00000120537.7	0	ENSMUSG00000053175	Bcl3	B cell leukemia/lymphoma 3
chr17	25796981	25797381	401	*	Promoter	17	25793221	25797083	3863	2	70083	ENSMUST00000165838.8	0	ENSMUSG00000002274	Metrn	meteorin, glial cell differentiation regulator
chr9	44482526	44482926	401	*	Promoter	9	44482825	44510422	27598	1	80288	ENSMUST00000220303.1	0	ENSMUSG00000063382	Bcl9l	B cell CLL/lymphoma 9-like
chr8	46335820	46336220	401	*	Distal Intergenic	8	46292039	46294671	2633	2	234219	ENSMUST00000058636.8	-41150	ENSMUSG00000047171	Helt	helt bHLH transcription factor
chr13	9140211	9140611	401	*	Intron (ENSMUST00000188211.7/217980, intron 5 of 17)	13	9136435	9137200	766	1	217980	ENSMUST00000190331.1	3777	ENSMUSG00000033499	Larp4b	La ribonucleoprotein domain family, member 4B
chr4	8690963	8691363	401	*	Promoter	4	8691365	8867659	176295	1	320790	ENSMUST00000051558.9	-2	ENSMUSG00000041235	Chd7	chromodomain helicase DNA binding protein 7
chr8	70682718	70683118	401	*	Distal Intergenic	8	70677665	70678116	452	1	50783	ENSMUST00000153689.1	5054	ENSMUSG00000031848	Lsm4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated
chr17	66131228	66131628	401	*	Intron (ENSMUST00000163605.2/320209, intron 5 of 26)	17	66138925	66140052	1128	1	320209	ENSMUST00000223801.1	-7297	ENSMUSG00000035842	Ddx11	DEAD/H box helicase 11
chr4	129608627	129609027	401	*	Promoter	4	129608529	129609248	720	2	100504491	ENSMUST00000143374.2	221	ENSMUSG00000078552	Dcdc2b	doublecortin domain containing 2b
chr2	118702869	118703269	401	*	Promoter	2	118699103	118703963	4861	2	383787	ENSMUST00000104937.1	694	ENSMUSG00000078137	Ankrd63	ankyrin repeat domain 63
chr16	76002326	76002726	401	*	Intron (ENSMUST00000128832.2/102632240, intron 2 of 3)	16	76000784	76034602	33819	1	102632240	ENSMUST00000128832.2	1543	ENSMUSG00000087214	Gm15555	predicted gene 15555
chr15	76239091	76239491	401	*	Intron (ENSMUST00000165738.7/671535, intron 8 of 9)	15	76233003	76243420	10418	2	671535	ENSMUST00000165738.7	3929	ENSMUSG00000063268	Parp10	poly (ADP-ribose) polymerase family, member 10
chr11	88908491	88908891	401	*	Intron (ENSMUST00000139592.2/73921, intron 2 of 4)	11	88905928	88936061	30134	1	73921	ENSMUST00000139592.2	2564	ENSMUSG00000087338	Scpep1os	serine carboxypeptidase 1, opposite strand
chr12	102733374	102733774	401	*	Intron (ENSMUST00000179306.1/100233175, intron 1 of 1)	12	102673017	102727333	54317	2	217837	ENSMUST00000178129.1	-6042	ENSMUSG00000057963	Itpk1	inositol 1,3,4-triphosphate 5/6 kinase
chr13	55634754	55635154	401	*	Promoter	13	55635027	55681256	46230	1	212880	ENSMUST00000099479.3	0	ENSMUSG00000021500	Ddx46	DEAD box helicase 46
chr15	78510114	78510514	401	*	Distal Intergenic	15	78479256	78495271	16016	2	16185	ENSMUST00000089398.8	-14844	ENSMUSG00000068227	Il2rb	interleukin 2 receptor, beta chain
chr4	141265966	141266366	401	*	Exon (ENSMUST00000127875.1/ENSMUST00000127875.1, exon 1 of 2)	4	141278439	141279794	1356	1	100503810	ENSMUST00000142429.1	-12073	ENSMUSG00000085395	Gm13056	predicted gene 13056
chr5	139495065	139495465	401	*	Distal Intergenic	5	139471211	139484549	13339	2	100494	ENSMUST00000079996.12	-10517	ENSMUSG00000053581	Zfand2a	zinc finger, AN1-type domain 2A
chr16	4679591	4679991	401	*	Promoter	16	4626133	4679777	53645	2	78885	ENSMUST00000038552.12	0	ENSMUSG00000039637	Coro7	coronin 7
chr3	89574291	89574691	401	*	Intron (ENSMUST00000000811.7/140493, intron 2 of 7)	3	89520164	89667761	147598	1	140493	ENSMUST00000000811.7	54128	ENSMUSG00000000794	Kcnn3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3
chr12	8359437	8359837	401	*	Distal Intergenic	12	8317611	8324033	6423	1	58240	ENSMUST00000220300.1	41827	ENSMUSG00000020605	Hs1bp3	HCLS1 binding protein 3
chr5	115326885	115327285	401	*	Promoter	5	115327177	115333080	5904	1	108014	ENSMUST00000031513.13	0	ENSMUSG00000029538	Srsf9	serine and arginine-rich splicing factor 9
chr3	131347811	131348211	401	*	Intron (ENSMUST00000197057.1/74442, intron 1 of 1)	3	131342110	131344940	2831	2	74442	ENSMUST00000126569.1	-2872	ENSMUSG00000050931	Sgms2	sphingomyelin synthase 2
chr10	84551828	84552228	401	*	Intron (ENSMUST00000181466.1/442847, intron 2 of 3)	10	84547417	84553338	5922	2	442847	ENSMUST00000181466.1	1110	ENSMUSG00000097076	Platr7	pluripotency associated transcript 7
chr14	45566538	45566938	401	*	Intron (ENSMUST00000226558.1/ENSMUST00000226558.1, intron 1 of 2)	14	45543683	45562877	19195	1	67651	ENSMUST00000227827.1	22856	ENSMUSG00000115324	4930527F14Rik	RIKEN cDNA 4930527F14 gene
chr7	45923983	45924383	401	*	Promoter	7	45924072	45931607	7536	1	211535	ENSMUST00000210602.1	0	ENSMUSG00000040189	Ccdc114	coiled-coil domain containing 114
chr9	75045622	75046022	401	*	Intron (ENSMUST00000168166.7/59046, intron 2 of 3)	9	75051977	75057383	5407	1	59046	ENSMUST00000170310.1	-5955	ENSMUSG00000007656	Arpp19	cAMP-regulated phosphoprotein 19
chr4	123282474	123282874	401	*	Promoter	4	123282825	123298925	16101	1	230721	ENSMUST00000106243.7	0	ENSMUSG00000011257	Pabpc4	poly(A) binding protein, cytoplasmic 4
chr15	76091526	76091926	401	*	Promoter	15	76085518	76091627	6110	2	223649	ENSMUST00000228366.2	0	ENSMUSG00000075590	Nrbp2	nuclear receptor binding protein 2
chr9	102717474	102717874	401	*	Promoter	9	102717668	102733418	15751	1	56332	ENSMUST00000035121.13	0	ENSMUSG00000032531	Amotl2	angiomotin-like 2
chr10	8795343	8795743	401	*	Intron (ENSMUST00000015449.5/70097, intron 4 of 19)	10	8751159	8762474	11316	2	70097	ENSMUST00000212553.1	-32870	ENSMUSG00000015305	Sash1	SAM and SH3 domain containing 1
chr15	76251751	76252151	401	*	Distal Intergenic	15	76248191	76248258	68	1	102465575	ENSMUST00000184745.1	3561	ENSMUSG00000098625	Mir6953	microRNA 6953
chr4	149517951	149518351	401	*	Promoter	4	149518236	149566437	48202	1	67087	ENSMUST00000030839.12	0	ENSMUSG00000028988	Ctnnbip1	catenin beta interacting protein 1
chr4	6517613	6518013	401	*	Distal Intergenic	4	6396207	6454271	58065	2	18201	ENSMUST00000143704.7	-63343	ENSMUSG00000028245	Nsmaf	neutral sphingomyelinase (N-SMase) activation associated factor
chr6	127147680	127148080	401	*	Promoter	6	127139093	127146688	7596	2	12444	ENSMUST00000201985.1	-993	ENSMUSG00000000184	Ccnd2	cyclin D2
chr6	5110384	5110784	401	*	Promoter	6	5110659	5113787	3129	1	243725	ENSMUST00000176136.1	0	ENSMUSG00000032827	Ppp1r9a	protein phosphatase 1, regulatory subunit 9A
chr11	90390729	90391129	401	*	Promoter	11	90336536	90390895	54360	2	217082	ENSMUST00000004051.7	0	ENSMUSG00000003949	Hlf	hepatic leukemia factor
chr9	95954552	95954952	401	*	Promoter	9	95954760	96053027	98268	1	24127	ENSMUST00000034981.13	0	ENSMUSG00000032410	Xrn1	5'-3' exoribonuclease 1
chr11	120086720	120087120	401	*	Promoter	11	120064430	120086827	22398	2	12009	ENSMUST00000106227.7	0	ENSMUSG00000039781	Cep131	centrosomal protein 131
chr11	88950206	88950606	401	*	Intron (ENSMUST00000000287.8/74617, intron 2 of 12)	11	88924020	88955465	31446	2	74617	ENSMUST00000000287.8	4859	ENSMUSG00000000278	Scpep1	serine carboxypeptidase 1
chr5	128971315	128971715	401	*	Distal Intergenic	5	128986155	128989158	3004	2	13852	ENSMUST00000128448.1	17443	ENSMUSG00000029428	Stx2	syntaxin 2
chr8	47867092	47867492	401	*	Intron (ENSMUST00000057561.8/52357, intron 11 of 22)	8	47824482	47825476	995	1	75677	ENSMUST00000038693.7	42611	ENSMUSG00000038064	Cldn22	claudin 22
chr6	145830116	145830516	401	*	Distal Intergenic	6	145808383	145817584	9202	1	71323	ENSMUST00000032388.4	21734	ENSMUSG00000030259	Rassf8	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8
chr12	54558119	54558519	401	*	Distal Intergenic	12	54645933	54646012	80	2	100316682	ENSMUST00000197752.1	87493	ENSMUSG00000106344	Mir1892	microRNA 1892
